uai - identifiant;exercice;Acquisitions d'immobilisations;ANR hors investissements d'avenir;ANR investissements d'avenir;Autres ressources propres;Autres Subventions;Besoin en fonds de roulement;CAF / Produits encaissables;Charges externes;Charges externes / Produits.encaissables;Contrats et prestations de recherche hors ANR;Droits d'inscription;Fonds de roulement net global;Produits de fonctionnement encaissables;Ressources propres / Produits encaissables;Taxe d'apprentissage;Valorisation;rce;vague;Etablissement;commune;academie;region;code de la commune;code de l'academie;code de la region;source;id - paysage;CAF / Acquisitions d'immobilisations;Capacité d'autofinancement;Charges de fonctionnement décaissables;Charges de personnel;Charges de personnel / Produits encaissables;Charges décaissables / Produits.encaissables;Excédent Brut d'Exploitation (EBE);Fonds de roulement en jours de charges décaissables;Formation continue, diplômes propres et VAE;Recettes propres;Ressources propres encaissables;Résultat net comptable;Résultat net comptable hors SIE;Solde budgétaire;Subventions Union Européenne;Subventions de la région;Taux de rémunération des permanents;Trésorerie;Trésorerie en jours de charges décaissables
3010001R;2016;92073.0;;;;;-137792.0;4.62819840768469;;;;;932238.0;5579925.0;11.631482502005;;;;;IFAO - Institut Français d'Archéologie Orientale;Le Caire;;Étranger;PYEan;;R99;Comptes financiers;5eUBS;280.483963811324;258250.0;5321675.0;3977824.0;71.2881266325264;95.3718015923153;;63.063918784969;;649028.0;649028.0;121375.0;121375.0;;;;;1070030.0;72.3852546425702
7200664J;2017;3926528.0;;;;;-3222668.0;4.02204429218007;;;;;23884388.0;50826218.0;24.2497621995011;;;2009;Vague C;Université CORSE - PASQUALE PAOLI;Corte;Corse;Corse;2B096;A27;R94;Comptes financiers;NLCOF;52.0626110395749;2044253.0;48766095.0;39815805.0;78.3371389151953;95.9467316651418;;176.31880674;;12325237.0;12325237.0;2229547.0;2229547.0;7976126.0;;;79.8655245835594;27107056.0;200.10911597
9710585J;2013;;;;;;;;;;;;12696748.0;;;;;2013;;Université des Antilles et de la Guyane;Pointe-à-Pitre;Guadeloupe;Guadeloupe;97120;A32;R01;Comptes financiers;XDl91;;2193320.0;99273767.0;;;;;47.0;;;;;;;;;84.197483473338;13621126.0;49.39478
9710585J;2018;4954184.0;280834.0;0.0;3659789.0;1520857.0;-2267021.0;-0.316926807372416;;;119041.0;2276667.0;19284923.0;103859627.0;9.60121587958331;115512.0;0.0;2014;Vague B;Université des Antilles;Pointe-à-Pitre;Guadeloupe;Guadeloupe;97120;A32;R01;Comptes financiers;z3hdL;-6.64406085845822;-329159.0;103423575.0;79194457.0;76.2514359886927;99.5801525457048;;67.1275604232401;489457.0;10849967.0;9971787.0;436052.0;436052.0;-1928882.0;1322343.0;1943647.0;86.3259026008291;21551944.0;75.018677704769
9710585J;2020;5787189.0;252892.0;0.0;1956081.0;704715.0;763033.0;5.15328559743946;;;439802.0;2132213.0;27433298.0;99756241.0;11.7165802187755;3718.0;0.0;2014;Vague B;Université des Antilles;Pointe-à-Pitre;Guadeloupe;Guadeloupe;97120;A32;R01;Comptes financiers;z3hdL;88.8293781315938;5140724.0;95165566.0;83198095.0;83.4013934025441;95.3981074727946;;103.776898463463;954831.0;8566925.0;11688020.0;188637.0;188637.0;-200188.0;197546.0;1925127.0;88.254225376936;26670265.0;100.890435517401
9710585J;2021;8036551.0;347027.0;;3360150.0;4529766.0;-2989324.0;4.57221373188124;;;90242.0;1933412.0;30157149.0;100537776.0;8.95260205477392;;;2014;Vague B;Université des Antilles;Pointe-à-Pitre;Guadeloupe;Guadeloupe;97120;A32;R01;Comptes financiers;z3hdL;57.1986913291535;4596802.0;95203996.0;86534166.0;86.0712952313566;94.6947503593077;;114.034852486654;817991.0;13347009.0;9000747.0;6651038.0;6651038.0;7230038.0;74481.0;2193940.0;86.1484590431174;33146473.0;125.338544403115
9730429D;2016;47692607.0;;;;;486084.0;6.44752136344857;;;;;3373916.0;19978282.0;14.3263519856212;;;2015;Vague B;Université de Guyane;Cayenne;Guyane;Guyane;97302;A33;R03;Comptes financiers;hy4EW;2.700846276;1288104.0;18466800.0;15491427.0;77.5413371379982;92.4343744872557;;65.7726168042108;;2862159.0;2862159.0;1099308.0;1099308.0;1116203.0;;;76.3688874199523;2887832.0;56.2966794463578
9730429D;2017;;;;;;;;;;;;;;;;;2015;Vague B;Université de Guyane;Cayenne;Guyane;Guyane;97302;A33;R03;Comptes financiers;hy4EW;;;;;;;;;;;;;;;;;75.8244544106223;;
9730429D;2020;1463057.0;21720.0;;528500.0;3700892.0;-652616.0;-2.09457970679526;;;7500.0;554061.0;1014918.0;26418331.0;12.4767041491001;216253.0;;2015;Vague B;Université de Guyane;Cayenne;Guyane;Guyane;97302;A33;R03;Comptes financiers;hy4EW;-37.8216979926278;-553353.0;24989297.0;21688124.0;82.0949817003958;94.5907483708944;;14.6210787762457;401791.0;6086350.0;3296137.0;-289138.0;-289138.0;1893029.0;121486.0;534147.0;75.6189756861412;1667534.0;24.0227742301034
9730429D;2022;2805773.0;0.0;0.0;1007200.0;436551.0;673342.0;3.46402198242024;;;0.0;915172.0;1624479.0;26424024.0;3.39788519719782;0.0;0.0;2015;Vague B;Université de Guyane;Cayenne;Guyane;Guyane;97302;A33;R03;Budget;hy4EW;32.6232378741972;915334.0;25508689.0;21700867.0;82.1255195650746;96.5359742331448;;22.9260092512006;809618.0;5020233.0;897858.0;290034.0;290034.0;13261.0;1261692.0;590000.0;;951137.0;13.4232425664839
9740478B;2021;16759104.0;197847.0;27909.0;7618185.0;4529515.0;12763416.0;6.18567243052014;;;7173.0;1603805.0;19335352.0;130171248.0;14.5599326204509;331930.0;1263381.0;2012;Vague E;Université de la Réunion;Saint-Denis;La Réunion;La Réunion;97411;A28;R04;Comptes financiers;cEt92;48.0453310630449;8051967.0;122119281.0;104302262.0;80.1269586045607;93.8143275694799;;56.9994079804646;2421088.0;26695155.0;18952846.0;5295007.0;5295007.0;-1131223.0;6884226.0;1810096.0;80.395231487357;6571936.0;19.3736561550833
9760358K;2019;;;;0.0;;;;;;;;;;;;;;Vague E;Centre Universitaire de Mayotte;Dembeni;Mayotte;Mayotte;97607;A43;R06;Comptes financiers;pVJpw;;;;;;;;;;0.0;;;;;;;;;
9760358K;2022;2507816.0;204824.0;;552859.0;2067910.0;522539.0;42.7147871316831;;;;260500.0;1194604.0;6493592.0;49.1797144015208;1970.0;;;Vague E;Centre Universitaire de Mayotte;Dembeni;Mayotte;Mayotte;97607;A43;R06;Budget;pVJpw;110.603170248535;2773724.0;3719868.0;1175310.0;18.0995356653144;57.2852128683169;;115.610941033392;56897.0;3144960.0;3193530.0;2341740.0;2341740.0;-233950.0;;;;672065.0;65.0408562884489
9830445S;2017;6046756.0;;;;;1035495.0;13.224014166625;;;;;12711685.0;30624090.0;15.5994023006071;;;2011;Vague C;Université NOUVELLE-CALÉDONIE;Nouméa;Nouvelle-Calédonie;Collectivités d'outre-mer;98818;A40;R00;Comptes financiers;Z2FY5;66.9736632336413;4049734.0;26570359.0;21771323.0;71.0921467380745;86.7629340169781;;172.22976174;;4777175.0;4777175.0;1774830.0;1774830.0;269535.0;;;;11676190.0;158.19990991
9830445S;2020;4263308.0;6105.0;308532.0;4823927.0;862177.0;-2138700.0;8.12839957223543;;;160344.0;349195.0;6415235.0;31281693.0;11.0926189321019;;20896.0;2011;Vague C;Université NOUVELLE-CALÉDONIE;Nouméa;Nouvelle-Calédonie;Collectivités d'outre-mer;98818;A40;R00;Comptes financiers;Z2FY5;59.6415037337204;2542701.0;28738991.0;23913742.0;76.4464442509554;91.8715972310066;;80.3606709783235;354620.0;6954410.0;3469959.0;545372.0;545372.0;2079628.0;19072.0;49542.0;;8553935.0;107.151173122257
9830445S;2021;1376203.0;92154.0;1080000.0;358014.0;3191424.0;-3651976.0;13.7570181983439;;;572138.0;376144.0;10966258.0;33310009.0;10.9740738887222;;;2011;Vague C;Université NOUVELLE-CALÉDONIE;Nouméa;Nouvelle-Calédonie;Collectivités d'outre-mer;98818;A40;R00;Comptes financiers;Z2FY5;332.978782926647;4582464.0;28727545.0;24194960.0;72.635705382127;86.2429818016561;;137.423955997632;287030.0;8046145.0;3655465.0;2302949.0;2302949.0;7467882.0;860315.0;1228926.0;;14618234.0;183.188791106236
9840349G;2010;;;;;;;;;;;;6875079.16;;;;;;;Université POLYNÉSIE FRANÇAISE - TAHITI;;;;;;;Comptes financiers;zepT6;;;;;;;;;;;;;;;;;;7381310.07;
9840349G;2014;1659045.67;0.0;0.0;795270.36;960059.62;-2074475.12;8.434304848;3127497.65;11.84217755;21243.79;504101.54;9505828.06;26409818.95;10.63740651;;;2013;Vague B;Université POLYNÉSIE FRANÇAISE - TAHITI;Punaauia;Polynésie Française;Collectivités d'outre-mer;98738;A41;R00;Comptes financiers;zepT6;134.2630092;2227484.64;24168684.23;20470789.76;77.51204126;91.51400953;2330327.0;141.5922385;496645.74;2809319.8;2809319.8;1297617.45;;;6222.13;21955.6;;11580303.18;172.4921847
9840349G;2015;2385066.0;44778.8;0.0;698022.56;778563.19;-1461155.0;;3316632.7;13.499109;2000.0;527105.15;6717724.0;24372848.0;11.2307556343026;;;2013;Vague B;Université POLYNÉSIE FRANÇAISE - TAHITI;Punaauia;Polynésie Française;Collectivités d'outre-mer;98738;A41;R00;Comptes financiers;zepT6;;;24830262.0;21182039.0;86.9083457132297;101.876735948134;;97.0;620969.52;2933678.2;2737255.0;;;;1840.53;260398.45;;8178879.0;119.0
9840349G;2016;1161325.0;;;;;-1162789.0;7.20572471132232;;;;;7644500.0;27281725.0;8.70508004900717;;;2013;Vague B;Université POLYNÉSIE FRANÇAISE - TAHITI;Punaauia;Polynésie Française;Collectivités d'outre-mer;98738;A41;R00;Comptes financiers;zepT6;169.27612856005;1965846.0;25315878.0;21602482.0;79.1829768828767;92.7942716232203;;108.707270591208;;2374896.0;2374896.0;1606411.0;1606411.0;681186.0;;;;8807289.0;125.242507488778
0060099A;2018;1347280.0;504290.0;13219.0;101851.0;856828.0;181117.0;19.4628842825058;;;214497.0;;1713393.0;3495150.0;46.5384318269602;;;;Vague C;Observatoire de la Côte d'Azur;Nice;Nice;Provence-Alpes-Côte d'Azur;06088;A23;R93;Comptes financiers;8JlNN;50.4911376996615;680257.0;2814894.0;948497.0;27.1375191336566;80.5371443285696;;219.127782431594;;2126464.0;1626588.0;128445.0;128445.0;-333395.0;340915.0;94864.0;;1532276.0;195.964522998024
0060099A;2022;1276551.0;660103.0;80000.0;410394.0;628897.0;-498898.0;9.9400904978106;;;128296.0;;1621830.0;4956142.0;60.9004342490591;;;;Vague C;Observatoire de la Côte d'Azur;Nice;Nice;Provence-Alpes-Côte d'Azur;06088;A23;R93;Budget;8JlNN;38.5918776453115;492645.0;4463497.0;1972694.0;39.8030161363415;90.0599095021894;;130.807481219322;;2520108.0;3018312.0;-207355.0;-207355.0;-1340116.0;417287.0;195131.0;;2120728.0;171.045724910311
0060931E;2013;5696725.15;0.0;1203783.11;2412730.29;2795147.0;;3.220043138;25321980.43;11.74635256;2840332.48;5395547.39;7388932.5;215573134.7;14.25708576;1116598.44;20008.68;2010;Vague C;Université NICE - SOPHIA-ANTIPOLIS;Nice;Nice;Provence-Alpes-Côte d'Azur;06088;A23;R93;Comptes financiers;7CYWd;121.8515506;6941547.93;208591646.9;176358840.8;81.80928531;96.76142959;14240806.05;12.75226376;7885176.49;30734446.69;30734446.69;1488904.02;;;4366007.03;1283572.8;82.4926945924952;28895839.25;49.87017593
0130221V;2012;601152.51;0.0;0.0;59031.32;216584.63;;9.64053366871951;1690159.66;32.7052520514826;15930.0;270685.58;3803166.17;5167853.95;56.544153884225;374115.71;57.0;;Vague C;Institut d'études politiques AIX-EN-PROVENCE;Aix-en-Provence;Aix-Marseille;Provence-Alpes-Côte d'Azur;13001;A02;R93;Comptes financiers;G8QBG;82.8755917529149;498208.700000001;4674725.37;2772279.39;53.6446930741918;90.4577686449517;905944.890000001;292.881338011093;1412165.31;2922119.29;2922119.29;299901.110000001;;;90841.6;111243.0;;4060477.09;312.696818893556
0130221V;2014;1693380.0;;;;;-952400.0;;;;;;2349597.0;5109573.0;58.5300767794099;;;;Vague C;Institut d'études politiques AIX-EN-PROVENCE;Aix-en-Provence;Aix-Marseille;Provence-Alpes-Côte d'Azur;13001;A02;R93;Comptes financiers;G8QBG;;;5245625.0;292489.0;5.72433352062883;102.662688252032;;161.0;;;2990637.0;;;;;;;3301997.0;227.0
0130221V;2017;588550.0;;;;;-1077751.0;8.97051434495647;;;;;2798191.0;4398410.0;52.2167783358077;;;;Vague C;Institut d'études politiques AIX-EN-PROVENCE;Aix-en-Provence;Aix-Marseille;Provence-Alpes-Côte d'Azur;13001;A02;R93;Comptes financiers;G8QBG;67.0393339563334;394560.0;4003850.0;2271262.0;51.6382510952822;91.0294856550435;;251.59502978;;2296708.0;2296708.0;13295.0;13295.0;83455.0;;;;3875942.0;348.49934938
0133774G;2017;1547827.0;;;;;-2692086.0;4.69806003636742;;;;;3369609.0;16765005.0;16.5230908073096;;;2014;Vague C;Ecole centrale de Marseille;Marseille 13e;Aix-Marseille;Provence-Alpes-Côte d'Azur;13213;A02;R93;Comptes financiers;1tI7C;50.8861778480412;787630.0;15977374.0;12861842.0;76.718390480647;95.3019339988267;;75.923567915;;2770097.0;2770097.0;215622.0;215622.0;-820600.0;;;84.1107288651992;6061695.0;136.5812805
0133774G;2018;1811775.0;160232.0;0.0;1098112.0;933643.0;-3098358.0;3.92320787054298;;;32750.0;635705.0;2372754.0;17299950.0;17.2324197468779;259561.0;0.0;2014;Vague C;Ecole centrale de Marseille;Marseille 13e;Aix-Marseille;Provence-Alpes-Côte d'Azur;13213;A02;R93;Comptes financiers;1tI7C;37.4612189703468;678713.0;16621237.0;13491281.0;77.9845086257475;96.076792129457;;51.3915685096121;0.0;3415456.0;2981200.0;75411.0;75411.0;203685.0;179929.0;115524.0;84.193528681954;5471112.0;118.499021462723
0133774G;2022;2701438.0;352854.0;0.0;665813.0;1291118.0;-1574063.0;4.54003484857193;;;434618.0;1498537.0;1478107.0;19556612.0;24.1104952125655;800000.0;0.0;2014;Vague C;Ecole centrale de Marseille;Marseille 13e;Aix-Marseille;Provence-Alpes-Côte d'Azur;13213;A02;R93;Budget;1tI7C;32.8668287038237;887877.0;18668735.0;14524365.0;74.2683088461335;95.4599651514281;;28.503191030351;155000.0;6965679.0;4715196.0;198286.0;198286.0;466924.0;306019.0;1461720.0;;3052170.0;58.8567570325467
0134009M;2015;35506674.0;8234662.23;33698051.33;13975095.13;14379199.5;-99359334.0;3.0948785211603;77865761.01;12.81832788;1271674.49;9988338.65;69904648.0;604056601.0;18.8669452185988;2368471.9;1057153.84;2012;Vague C;Université AIX MARSEILLE;Marseille  7e;Aix-Marseille;Provence-Alpes-Côte d'Azur;13207;A02;R93;Comptes financiers;xJdyB;52.6515606615252;18694818.0;585361783.0;495390996.0;82.0106915775596;96.9051214788397;27049353.82;43.0;15132256.9;117366888.8;113967028.0;4077017.0;;;5316692.0;4697748.76;81.0653396714599;169263982.0;104.0
0134009M;2019;45759093.0;10813660.0;60438512.0;19314670.0;38124140.0;-148600090.0;2.45633137399077;;;586425.0;8691951.0;53901010.0;646368001.0;21.1770019227793;3496688.0;2620407.0;2012;Vague C;Université AIX MARSEILLE;Marseille  7e;Aix-Marseille;Provence-Alpes-Côte d'Azur;13207;A02;R93;Comptes financiers;xJdyB;34.6967978582967;15876940.0;630491061.0;517705407.0;80.0945291535247;97.5436686260092;;30.7765879649799;21755711.0;179809999.0;136881364.0;6223450.0;6242535.0;14137025.0;6418403.0;7549432.0;82.3540534975974;202501100.0;115.624789167312
0141408E;2012;4450787.92;0.0;0.0;5326374.48;1470819.64;;1.72169460501709;28845303.05;13.83927698815;6167565.64;4016428.35;7537494.50000006;208430708.3;14.6288033316634;2059180.19;95932.3;2011;Vague B;Université CAEN - BASSE-NORMANDIE;Caen;Caen;Normandie;14118;A05;R28;Comptes financiers;p25Q3;80.6270782724693;3588540.26000001;205379037.85;171829549.34;82.4396514033244;98.5358825122795;6427946.25000001;13.2121469084973;5588220.18;30490918.4;30490918.4;;;;485257.62;2373968.67;83.5339203972798;13814985.16;24.2156877822767
0141408E;2013;5387059.34;114861.0;0.0;6531894.2;1479582.96;;2.746114286;26582541.2;12.52079349;6344351.44;3901101.04;9519748.19;212307161.1;15.39876213;1933101.09;80939.23;2011;Vague B;Université CAEN - BASSE-NORMANDIE;Caen;Caen;Normandie;14118;A05;R28;Comptes financiers;p25Q3;108.225971;5830197.28;206365434.3;175707587.4;82.76102724;97.2013536;6816837.89;16.60699312;6396866.4;32692674.72;32692674.72;2095179.52;;;1362892.99;2761971.34;84.7907242226954;17657348.07;30.80285865
0141408E;2018;4186389.0;562403.0;;3098436.0;6666081.0;-10486856.0;2.74699486353224;;;623560.0;4981910.0;15381178.0;220752870.0;13.8809203250676;3386189.0;1178445.0;2011;Vague B;Université CAEN - BASSE-NORMANDIE;Caen;Caen;Normandie;14118;A05;R28;Comptes financiers;p25Q3;144.852043133115;6064070.0;227531904.0;184580126.0;83.6139190398748;103.070870154485;;24.3360336843136;6781956.0;41402103.0;30642530.0;3006824.0;3006824.0;8858430.0;1846634.0;12276489.0;84.6384196774778;25868034.0;40.9282921484277
0141408E;2022;36591008.0;1483547.0;713068.0;5487901.0;11245575.0;-2882264.0;2.85098094638708;;;1087204.0;5123699.0;13858849.0;238797913.0;17.0081356615541;872500.0;251940.0;2011;Vague B;Université CAEN - BASSE-NORMANDIE;Caen;Caen;Normandie;14118;A05;R28;Budget;p25Q3;18.6058908243249;6808083.0;231989830.0;194701459.0;81.5339868569119;97.1490190536129;;21.5060532610417;14347348.0;58380572.0;40615073.0;3186238.0;3186238.0;-11723255.0;10816826.0;6950964.0;;16741113.0;25.9787279468242
0141720U;2020;2651095.0;781760.0;0.0;695931.0;1281748.0;-1354200.0;12.7735629357166;;;453080.0;164246.0;6749189.0;17293781.0;28.9122141653118;322052.0;0.0;2012;Vague B;ENSI CAEN;Caen;Caen;Normandie;14118;A05;R28;Comptes financiers;I4SPK;83.3252674838133;2209032.0;15084749.0;11670803.0;67.4855487067866;87.2264370642834;;161.070498421949;117866.0;5369607.0;5000015.0;1537741.0;1537741.0;-130255.0;415693.0;1137231.0;85.0712460985211;8103389.0;193.3887027222
0141720U;2022;9192092.0;828893.0;0.0;2121802.0;2774394.0;2355708.0;2.30675353197417;;;357712.0;208000.0;3335713.0;18723240.0;34.3589624445342;300000.0;0.0;2012;Vague B;ENSI CAEN;Caen;Caen;Normandie;14118;A05;R28;Budget;I4SPK;4.69859309502124;431899.0;18291341.0;13418553.0;71.6679004274901;97.6932464680258;;65.6516479573586;257000.0;9062923.0;6433111.0;26899.0;26899.0;-5644559.0;1291801.0;923321.0;;980005.0;19.2879133356051
0142382N;2019;878023.0;0.0;1350857.0;47812.0;1955571.0;-2709913.0;19.4721435484111;;;223865.0;0.0;889016.0;13789355.0;93.199333833961;0.0;41110.0;;Vague B;NORMANDIE UNIVERSITÉ;Caen;Caen;Normandie;14118;A05;R28;Comptes financiers;G1r6y;305.810098368722;2685083.0;11104271.0;8166700.0;59.2246700443929;80.5278491996181;;28.8218614261125;95701.0;12180033.0;12851587.0;1394411.0;1394411.0;68661.0;0.0;8465117.0;;3598929.0;116.677127206279
0171463Y;2016;1979307.0;;;;;-4817413.0;1.76531176785723;;;;;5348498.0;67351106.0;15.6306163702791;;;2009;Vague B;Université LA ROCHELLE;La Rochelle;Poitiers;Nouvelle-Aquitaine;17300;A13;R75;Comptes financiers;atbEK;60.0693576084963;1188957.0;66162148.0;56043960.0;83.2116402067696;98.2346867473862;;29.1021276999652;;10527393.0;10527393.0;148476.0;148476.0;2995350.0;;;83.0460536936478;10165911.0;55.3145275754953
0171463Y;2021;3109889.0;1142765.0;503730.0;4488445.0;5096359.0;-4232733.0;7.85433750180429;;;2059549.0;840358.0;15647791.0;81375482.0;21.5498324175825;216448.0;7248.0;2009;Vague B;Université LA ROCHELLE;La Rochelle;Poitiers;Nouvelle-Aquitaine;17300;A13;R75;Comptes financiers;atbEK;205.521965574977;6391505.0;74983887.0;62784848.0;77.1545021386171;92.1455518997725;;75.1255367703197;968001.0;20414727.0;17536280.0;4304467.0;4304467.0;5338865.0;3856785.0;1235039.0;78.9747009635919;19880524.0;95.4470210379998
0250082D;2012;1238803.72;0.0;0.0;55663.76;116370.79;162989.83;15.6890504315837;2197327.37;37.2975753333826;381461.7;;2630389.93;5891341.06;43.9840782193656;79840.71;23183.74;2022;Vague C;ENS2M BESANÇON;Besançon;Besançon;Bourgogne-Franche-Comté;25056;A03;R27;Comptes financiers;cWx2t;74.6119385240464;924295.47;4958605.12;2156629.37;36.6067648780802;84.1676804907303;1343765.25;190.969103585324;46803.45;2591252.06;2591252.06;389258.89;;;27912.0;43811.25;;2467400.1;179.135868758188
0250082D;2015;3139572.0;223554.81;285954.54;74550.37;293187.51;1288839.0;;2539999.94;52.04874351;558876.7;;2319779.0;4880041.0;52.6541477827748;35143.4;103901.68;2022;Vague C;ENS2M BESANÇON;Besançon;Besançon;Bourgogne-Franche-Comté;25056;A03;R27;Comptes financiers;cWx2t;;;4949656.0;2099944.0;43.0312778109856;101.426524900098;267291.72;169.0;163566.23;2513159.84;2569544.0;;;;279537.54;201306.79;;1030940.0;75.0
0250082D;2016;2695756.0;;;;;131635.0;16.372061148505;;;;;1914541.0;5442815.0;40.2286133186596;;;2022;Vague C;ENS2M BESANÇON;Besançon;Besançon;Bourgogne-Franche-Comté;25056;A03;R27;Comptes financiers;cWx2t;33.0556994;891101.0;4543705.0;1904135.0;34.9843784879699;83.4807907305319;;151.690032693584;;2189569.0;2189569.0;306375.0;306375.0;143058.0;;;;1782906.0;141.260526376602
0250082D;2019;2270783.0;70950.0;;959955.0;1311211.0;-1157895.0;13.4523729985892;;;184642.0;233404.0;1899235.0;5178722.0;39.1232817672005;182291.0;;2022;Vague C;ENS2M BESANÇON;Besançon;Besançon;Bourgogne-Franche-Comté;25056;A03;R27;Comptes financiers;cWx2t;30.6793295528459;696661.0;4482061.0;1618367.0;31.2503161977028;86.5476270014108;;152.546919821038;12849.0;3565486.0;2026086.0;309627.0;309627.0;-107694.0;122453.0;487731.0;;3057130.0;245.549268517318
0250082D;2021;2525026.0;31963.0;;1137298.0;436908.0;-173552.0;26.3333559958991;;;400726.0;224995.0;3431120.0;5927543.0;46.2956574081369;177988.0;;2022;Vague C;ENS2M BESANÇON;Besançon;Besançon;Bourgogne-Franche-Comté;25056;A03;R27;Comptes financiers;cWx2t;61.8180169233901;1560921.0;4358869.0;1464551.0;24.7075558962626;73.5358478209268;;283.376995271021;5544.0;4207418.0;2744195.0;756703.0;756703.0;154691.0;35802.0;1756194.0;;3604672.0;297.710695136743
0250082D;2022;6479043.0;153600.0;;942058.0;2041245.0;-359408.0;2.43242513560012;;;1258397.0;300000.0;2590060.0;15852862.0;22.0802275324165;190000.0;643500.0;2022;Vague C;ENS2M BESANÇON;Besançon;Besançon;Bourgogne-Franche-Comté;25056;A03;R27;Budget;cWx2t;5.95163514117749;385609.0;15467253.0;10923146.0;68.9033059140993;97.5675748643999;;60.2835939904778;230000.0;8360468.0;3500348.0;35609.0;35609.0;-1233315.0;;2601668.0;;2949468.0;68.6488079040279
0251215K;2011;7968642.21;0.0;0.0;3351695.26;3738051.52;2074687.64999998;2.71282264361965;28196192.94;14.7229846907891;9877948.51;3004675.04;26020977.68;191511392.1;18.2057292298279;767734.93;112258.77;2010;Vague C;Université FRANCHE-COMTÉ;Besançon;Besançon;Bourgogne-Franche-Comté;25056;A03;R27;Comptes financiers;7Mpgt;65.1976117522288;5195364.41000002;186213226.39;155175575.36;81.0268118561705;97.2334984086829;6173923.66000002;50.3055134503757;2691740.53;34866045.49;34866045.49;2959418.68000002;;;1075033.28;2035711.31;83.6928395925747;23946290.03;46.2945870061084
0251215K;2018;7844766.0;1001152.0;914299.0;9629668.0;8405471.0;-5160143.0;3.93931375680211;;;2348244.0;3221522.0;35036119.0;196827277.0;14.7842237333802;614831.0;49254.0;2010;Vague C;Université FRANCHE-COMTÉ;Besançon;Besançon;Bourgogne-Franche-Comté;25056;A03;R27;Comptes financiers;7Mpgt;98.838435716247;7753644.0;188773807.0;162375853.0;82.4966211365105;95.9083567467125;;66.8154286892143;2263046.0;40649000.0;29099385.0;3942584.0;3942584.0;11407729.0;4104336.0;8097177.0;85.1605620393601;40196262.0;76.6560496393443
