uai - identifiant;exercice;Acquisitions d'immobilisations;ANR hors investissements d'avenir;ANR investissements d'avenir;Autres ressources propres;Autres Subventions;Besoin en fonds de roulement;CAF / Produits encaissables;Charges externes;Charges externes / Produits.encaissables;Contrats et prestations de recherche hors ANR;Droits d'inscription;Fonds de roulement net global;Produits de fonctionnement encaissables;Ressources propres / Produits encaissables;Taxe d'apprentissage;Valorisation;rce;vague;Etablissement;commune;academie;region;code de la commune;code de l'academie;code de la region;source;id - paysage;CAF / Acquisitions d'immobilisations;Capacité d'autofinancement;Charges de fonctionnement décaissables;Charges de personnel;Charges de personnel / Produits encaissables;Charges décaissables / Produits.encaissables;Excédent Brut d'Exploitation (EBE);Fonds de roulement en jours de charges décaissables;Formation continue, diplômes propres et VAE;Recettes propres;Ressources propres encaissables;Résultat net comptable;Résultat net comptable hors SIE;Solde budgétaire;Subventions Union Européenne;Subventions de la région;Taux de rémunération des permanents;Trésorerie;Trésorerie en jours de charges décaissables
0860073M;2018;1582256.0;599366.0;152568.0;511747.0;614234.0;-428623.0;6.65509827360128;;;2170806.0;284443.0;3069485.0;16308805.0;31.405893932756;202608.0;0.0;2013;Vague B;ENSMA POITIERS;Chasseneuil-du-Poitou;Poitiers;Nouvelle-Aquitaine;86062;A13;R75;Comptes financiers;IlIW8;68.5961690143694;1085367.0;15224777.0;11956451.0;73.3128576863847;93.353112015258;;72.580018741818;202371.0;6085966.0;5121926.0;20487.0;20487.0;684449.0;703238.0;644585.0;76.0237132828826;3498108.0;82.7150952687189
0860856N;2010;;;;;;;;;;;;15008626.2799999;;;;;;;Université POITIERS;;;;;;;Comptes financiers;hlX1r;;;;;;;;;;;;;;;;;;20864251.6300001;
0860856N;2013;20710775.86;380193.0;530595.65;5236423.09;7353986.52;;7.980265116;27594192.47;12.26227502;1226046.75;3912448.15;25537902.2;225033221.2;13.66360408;1283870.74;234255.66;2010;Vague B;Université POITIERS;Poitiers;Poitiers;Nouvelle-Aquitaine;86194;A13;R75;Comptes financiers;hlX1r;86.70968085;17958247.65;207060168.7;174185405.8;77.40430718;92.01315595;21010372.59;44.40083695;3596122.36;30747648.39;30747648.39;13979294.67;;;3332381.27;2002385.45;87.4349609752199;29282081.78;50.91056143
0860856N;2014;18356331.87;516591.04;1333310.57;5770904.31;6441565.96;-3255590.48;6.789015699;26206394.82;11.6079917;1277240.62;4327583.91;27098500.21;225761660.6;14.17114925;1300530.81;223687.89;2010;Vague B;Université POITIERS;Poitiers;Poitiers;Nouvelle-Aquitaine;86194;A13;R75;Comptes financiers;hlX1r;83.49704445;15326994.58;209453953.4;176918028.6;78.36495715;92.77658255;19339705.65;46.57567889;3851232.76;31993021.88;31993021.88;12577958.93;;;3236474.28;2246409.03;87.5334491737001;30354090.69;52.17124084
0860856N;2016;11568181.0;;;;;-8157598.0;7.22207433845887;;;;;33920456.0;227844110.0;14.4929890880216;;;2010;Vague B;Université POITIERS;Poitiers;Poitiers;Nouvelle-Aquitaine;86194;A13;R75;Comptes financiers;hlX1r;142.24423874419;16455071.0;211386017.0;181195461.0;79.5260676257991;92.776599316085;;57.7680791440429;;33021422.0;33021422.0;9405237.0;9277203.0;11663051.0;;;87.5557995917025;42078054.0;71.6608395152268
0870669E;2014;8241231.22;1769972.01;1229421.02;2213746.94;2120205.82;1785716.68;2.062647799;17882160.47;12.85654879;474138.92;2802847.93;9829020.9;139089897.0;17.31449379;2322047.84;73877.59;2009;Vague B;Université LIMOGES;Limoges;Limoges;Nouvelle-Aquitaine;87085;A22;R75;Comptes financiers;nkbwh;34.81196709;2868934.7;136201326.2;113700254.3;81.74587565;97.92323465;8433268.74;25.97953795;2661636.19;24082711.58;24082711.58;549438.26;;;943057.75;6246792.13;84.4791424426043;8043304.22;21.25962793
0870669E;2022;15556963.0;5000000.0;1893730.0;14229375.0;13584445.0;6091154.0;2.79420717476917;;;;3000000.0;27057383.0;165653608.0;21.4880855477654;431450.0;;2009;Vague B;Université LIMOGES;Limoges;Limoges;Nouvelle-Aquitaine;87085;A22;R75;Budget;nkbwh;29.7532686810401;4628705.0;161024903.0;131271959.0;79.2448535138456;97.2057928252308;;60.491623957072;2074960.0;50553583.0;35595789.0;128705.0;128705.0;-4355069.0;1082995.0;9256628.0;;20966229.0;46.8737586508591
0870862P;2010;381995.65;0.0;0.0;42675.45;127456.26;;2.51928361562883;1333439.55;65.1292578387568;4900.0;;1337084.06;2047374.09;65.7314702072839;107841.57;153283.0;;;ENSCI LIMOGES;;;;;;;Comptes financiers;nT44Q;13.5025516651825;51579.1599999998;1995786.15;485085.98;23.6930799490581;97.480287542371;;241.183285894634;16256.02;1345769.09;1345769.09;;;;;;;2413099.81;435.275057700946
0870862P;2015;391524.0;0.0;0.0;25592.23;12749.26;-64142.0;30.6423193355585;1179698.21;46.02709002;49110.0;;2134820.0;2834260.0;65.5175248565763;140160.24;256.96;;;ENSCI LIMOGES;Limoges;Limoges;Nouvelle-Aquitaine;87085;A22;R75;Comptes financiers;nT44Q;221.82113995566;868483.0;1694570.0;456541.0;16.1079435196489;59.788798487083;902791.3;453.0;24703.19;1752666.91;1856937.0;804452.0;;;;;;2198962.0;467.0
0900424X;2010;3131752.22;0.0;0.0;233858.74;1619688.97;;1.6595751850036;5349262.57;17.6343585529438;553121.32;802455.78;7905314.16;30334318.96;17.7465025903453;675438.69;9947.29;;;Université de technologie BELFORT-MONTBÉLIARD;;;;;;;Comptes financiers;PVnB4;16.0747337156834;503420.830000002;29830898.13;23710232.5;78.16306188138;98.3404248149964;1224508.28;95.4015224482281;420714.56;5383280.7;5383280.7;;;;339879.31;209652.09;;8091627.44000001;97.6499556166733
0900424X;2016;2060275.0;;;;;34235.0;9.76248244013417;;;;;9222339.0;35369006.0;22.9016529330793;;;2010;Vague C;Université de technologie BELFORT-MONTBÉLIARD;Sevenans;Besançon;Bourgogne-Franche-Comté;90094;A03;R27;Comptes financiers;PVnB4;167.593792090862;3452893.0;31916620.0;25694827.0;72.647862934005;90.2389510183012;;104.022357003968;;8100087.0;8100087.0;2381782.0;2381782.0;2414942.0;;;83.2212042460279;9188104.0;103.636207092104
0911101C;2012;;;;;;;;;;;;32701516.71;;;;;2010;Vague E;Université PARIS 11 - PARIS SUD;Orsay;Versailles;Île-de-France;91471;A25;R11;Comptes financiers;u13se;;;;;;;;;;;;;;;;;78.2820663712218;46002842.0600001;
0911101C;2017;46988271.0;;;;;-41582567.0;3.53698217411621;;;;;51465979.0;337671224.0;16.5671517215219;;;2010;Vague E;Université PARIS 11 - PARIS SUD;Orsay;Versailles;Île-de-France;91471;A25;R11;Comptes financiers;u13se;25.4177707453845;11943371.0;325727853.0;272217963.0;80.6162751374988;96.4630178258838;;56.881081152;;55942504.0;55942504.0;5853337.0;5853337.0;12494557.0;;;80.6229316119762;93048546.0;102.83884615
0911975C;2010;3578336.19;0.0;0.0;242167.96;;;8.57246371989105;10178604.81;31.6774068978216;1117801.1;;12792776.65;32132064.48;100.0;;31.59;;;Université EVRY VAL-D'ESSONNE;;;;;;;Comptes financiers;RN4E6;76.9773834470259;2754509.57;29377554.91;17074261.43;53.1377666088886;91.427536280109;3723500.24;156.765925827011;2001251.4;32132064.48;32132064.48;1450095.93;;;;;;14418256.8;176.684971363398
0911975C;2012;1232236.5;0.0;0.0;1077104.14;1466765.32;;0.0215033546592333;11204423.76;14.1636468624108;1165249.5;1533962.45;;79106912.71;18.9988629376761;657270.41;66.97;2011;Vague E;Université EVRY VAL-D'ESSONNE;Évry-Courcouronnes;Versailles;Île-de-France;91228;A25;R11;Comptes financiers;RN4E6;1.38046876553335;17010.6400000014;79070067.66;65857321.98;83.2510329677862;99.953423729055;1898156.33;;1304007.7;15029413.92;15029413.92;;;;392194.75;423384.29;73.5970526231651;;
0911975C;2016;6736868.0;;;;;218283.0;7.9249365889996;;;;;20033975.0;84030767.0;21.1351337540451;;;2011;Vague E;Université EVRY VAL-D'ESSONNE;Évry-Courcouronnes;Versailles;Île-de-France;91228;A25;R11;Comptes financiers;RN4E6;98.849866139577;6659385.0;77371382.0;64681992.0;76.9741778032325;92.0750634110004;;93.2157448085909;;17760015.0;17760015.0;5546963.0;5546963.0;1123563.0;;;79.5467513673105;19815692.0;92.200099514831
0912266U;2017;1684582.0;;;;;-724016.0;15.0853642559791;;;;;1659664.0;7045279.0;20.485831717949;;;2015;Vague E;ENSIIE;Évry-Courcouronnes;Versailles;Île-de-France;91228;A25;R11;Comptes financiers;WjVHD;63.0901909197653;1062806.0;5982473.0;4131741.0;58.6455270259702;84.9146357440209;;99.871581535;;1443284.0;1443284.0;836214.0;836214.0;736463.0;;;74.8314723416754;2383680.0;143.4398116
0912266U;2020;1820134.0;0.0;0.0;2266845.0;0.0;-473109.0;17.0669246586733;;;0.0;0.0;4157068.0;6848791.0;16.90264748917;0.0;0.0;2015;Vague E;ENSIIE;Évry-Courcouronnes;Versailles;Île-de-France;91228;A25;R11;Comptes financiers;WjVHD;64.2193376971146;1168878.0;5679913.0;4246013.0;61.9965334027568;82.9330753413267;;263.480176544958;0.0;2266845.0;1157627.0;945839.0;945839.0;589470.0;0.0;0.0;73.0347000582597;4630177.0;293.466417531395
0912341A;2015;23205555.0;;;;;13483954.0;3.76085537888655;;;;;31709341.0;85743898.0;55.2920337258285;;;2015;Vague E;CentraleSupélec;Gif-sur-Yvette;Versailles;Île-de-France;91272;A25;R11;Comptes financiers;m84Aa;13.8962588914594;3224704.0;82518694.0;59354191.0;69.222641359272;96.2385614892386;;138.0;;;47409545.0;216983.0;;;;;;18225387.0;80.0
0912341A;2017;5597100.0;;;;;30244286.0;5.05339596577391;;;;;127307971.0;88388700.0;42.7546914933696;;;2015;Vague E;CentraleSupélec;Gif-sur-Yvette;Versailles;Île-de-France;91272;A25;R11;Comptes financiers;m84Aa;79.8025942005682;4466631.0;83571305.0;59194474.0;66.9706353866501;94.5497614514073;;548.40437827;;37790316.0;37790316.0;-1625290.0;-1625290.0;28767334.0;;;72.0199915488984;97063685.0;418.12110748
0921204J;2010;8113404.3;0.0;0.0;2115448.49;715944.08;;11.2322860982689;22282680.77;44.2400619928989;1278742.64;5800271.34;22571993.6599999;50367652.68;39.215967608201;865653.51;60874.92;;;Université PARIS 10 - NANTERRE;;;;;;;Comptes financiers;g6rwB;69.7295320288674;5657438.85000001;44513494.09;21208035.72;42.1064603799202;88.3771462863415;7657336.75;182.549536578066;3797653.12;19752162.36;19752162.36;3918977.48;;;437169.47;791573.61;;22660928.08;183.268787938907
0921204J;2016;10781707.0;;;;;-5532822.0;1.93034874721021;;;;;33017378.0;183563877.0;11.5805529646772;;;2012;Vague E;Université PARIS 10 - NANTERRE;Nanterre;Versailles;Île-de-France;92050;A25;R11;Comptes financiers;g6rwB;32.8651390730614;3543423.0;180020454.0;153107040.0;83.4080443833729;98.0696512527898;;66.027253103139;;21257712.0;21257712.0;;;;;;80.214695349161;38550200.0;77.0916398199951
0921204J;2018;7056572.0;162898.0;614462.0;5770947.0;4227357.0;-8198291.0;4.05502697168173;;;538295.0;6025539.0;33996160.0;190890025.0;11.1139589404947;530865.0;386116.0;2012;Vague E;Université PARIS 10 - NANTERRE;Nanterre;Versailles;Île-de-France;92050;A25;R11;Comptes financiers;g6rwB;109.694083756249;7740642.0;183149383.0;153398893.0;80.3598265545829;95.9449730283183;;66.8231440342881;4357308.0;24229271.0;21215439.0;6607375.0;7449571.0;4595099.0;;1615484.0;80.3553237180642;42194451.0;82.9377752258112
0922605G;2016;286164.0;;;;;-654199.0;18.3417714013845;;;;;611569.0;2074527.0;71.9040051057422;;;;;INS-HEA;Suresnes;Versailles;Île-de-France;92073;A25;R11;Comptes financiers;a2a9U;132.967459219189;380505.0;1694022.0;273842.0;13.2002138318759;81.6582285986155;;129.965750149644;;1491668.0;1491668.0;233345.0;233345.0;196333.0;;;;1265768.0;268.990886777149
0922605G;2017;230245.0;;;;;-409190.0;42.2732034229906;;;;;1607312.0;2900154.0;61.254229947789;;;;;INS-HEA;Suresnes;Versailles;Île-de-France;92073;A25;R11;Comptes financiers;a2a9U;532.471063432431;1225988.0;1674166.0;216463.0;7.46384502340221;57.7267965770094;;345.62422125;;1776467.0;1776467.0;1094672.0;1094672.0;750734.0;;;;2016502.0;433.61334539
0922605G;2020;81012.0;;;1375217.0;;-22051.0;29.0337165915528;;;;;2644796.0;1848971.0;71.7997199523411;;;;;INS-HEA;Suresnes;Versailles;Île-de-France;92073;A25;R11;Comptes financiers;a2a9U;662.64874339604;536825.0;1312146.0;134739.0;7.28724247162341;70.9662834084472;;725.625471555757;;1375217.0;1327556.0;393455.0;393455.0;523570.0;;;;2666847.0;731.675377587555
0930603A;2011;1180093.79;0.0;0.0;203249.44;177947.59;;13.8237567927893;1979113.89;46.5155111112745;891015.4;256826.24;2197403.53;4254739.64;50.9936640917469;215968.16;;;Vague E;SUPMÉCA PARIS;Saint-Ouen-sur-Seine;Créteil;Île-de-France;93070;A24;R11;Comptes financiers;OYA17;49.8405181845758;588164.86;3666834.88;1552982.14;36.5000510348502;86.182356389732;485687.25;215.73517670913;184160.77;2169647.64;2169647.64;370381.93;;;31206.82;35000.0;;2346575.48;230.380478108684
0930603A;2015;9521864.0;;;;;-2346621.18;16.3462784881535;;;;;1113283.0;5261222.0;58.7728858428707;;;;Vague E;SUPMÉCA PARIS;Saint-Ouen-sur-Seine;Créteil;Île-de-France;93070;A24;R11;Comptes financiers;OYA17;9.03199205533706;860014.0;4689939.0;1641778.0;31.2052599187033;89.141629074006;;85.0;;;3092172.0;420236.0;;;;;;3459904.18;266.0
0930603A;2017;1099777.0;;;;;-300113.0;17.5176571813326;;;;;1658461.0;4650091.0;50.3934439132481;;;;Vague E;SUPMÉCA PARIS;Saint-Ouen-sur-Seine;Créteil;Île-de-France;93070;A24;R11;Comptes financiers;OYA17;74.0683793168979;814587.0;3522332.0;1706141.0;36.6904862722041;75.7475928965691;;169.50303379;;2343341.0;2343341.0;331365.0;331365.0;-898263.0;;;;1958574.0;200.17608789
0931238R;2012;11163158.16;0.0;0.0;1692788.79;1948818.86;267849.050000017;;20845175.44;13.4753184915095;24751.0;2874174.04;3615662.18000001;154691523.27;11.7368216992153;789870.16;3047.5;2010;Vague D;Université PARIS 13 - PARIS NORD;Villetaneuse;Créteil;Île-de-France;93079;A24;R11;Comptes financiers;cqyN7;;;157189526.5;135370074.72;87.5096914546015;101.614828774839;;8.28069410082486;4576112.54;18155868.27;18155868.27;;;;135082.97;1004626.78;79.7559516087829;3347813.12999999;7.66725845948773
0931238R;2018;5810790.0;860109.0;2293958.0;7489461.0;3542378.0;-10161216.0;3.29971490761665;;;127260.0;3289465.0;10009579.0;176099759.0;14.9572447739693;861783.0;516582.0;2010;Vague D;Université PARIS 13 - PARIS NORD;Villetaneuse;Créteil;Île-de-France;93079;A24;R11;Comptes financiers;cqyN7;100.0;5810790.0;170288968.0;146396961.0;83.1329706703346;96.7002845245234;;21.1607861761192;4974819.0;27308166.0;26339672.0;3209221.0;3209221.0;4170214.0;1919108.0;1433243.0;83.5474125181922;20170795.0;42.6421410927806
0931827F;2012;;0.0;0.0;3778297.73;1434898.06;;5.25306484660171;12219086.06;9.52077684089918;403821.48;6451926.4;17549369.98;128341271.56;12.779908443039;405696.68;40829.31;2012;Vague E;Université PARIS 8 - VINCENNES SAINT-DENIS;Saint-Denis;Créteil;Île-de-France;93066;A24;R11;Comptes financiers;Uxr7Z;;6741850.22;122265221.18;108420334.29;84.4781518619387;95.265708134145;6261914.98;51.6726926253126;3159393.55;16401897.0;16401897.0;4068355.4;;;229547.01;281325.98;81.3391742528937;21191234.25;62.3958657774703
0931827F;2017;;;;;;;;;;;;;;;;;2012;Vague E;Université PARIS 8 - VINCENNES SAINT-DENIS;Saint-Denis;Créteil;Île-de-France;93066;A24;R11;Comptes financiers;Uxr7Z;;;;;;;;;;;;;;;;;81.4812873695781;;
0931827F;2022;19952646.0;433919.0;1898188.0;10950945.0;2944834.0;-9222578.0;0.620057456970101;;;12000.0;4000000.0;14116171.0;153513838.0;17.516315369563;582000.0;0.0;2012;Vague E;Université PARIS 8 - VINCENNES SAINT-DENIS;Saint-Denis;Créteil;Île-de-France;93066;A24;R11;Budget;Uxr7Z;4.77066550471551;951874.0;152021694.0;128766729.0;83.8795581412016;99.0280068432658;;33.4282655737279;1937200.0;29845983.0;26889968.0;23834.0;23834.0;-15494786.0;1522597.0;5564300.0;;23338749.0;55.2680964073457
0932066R;2014;183140.69;0.0;0.0;67728.59;99870.32;-89488.09;7.626292021;3852548.62;75.45564257;261652.52;;1964232.98;5105713.09;21.10512422;602812.35;;;Vague E;Ecole Nationale Supérieure Louis-Lumière;Saint-Denis;Créteil;Île-de-France;93066;A24;R11;Comptes financiers;13fXQ;212.6106383;389376.59;4713679.5;823960.15;16.13800336;92.32166824;418577.46;150.0152636;;1077567.09;1077567.09;195037.56;;;;;;2053721.07;156.8497784
0932066R;2015;159902.1;;;;;8111.35999999987;8.07731995059774;;;;;2250539.36;5581121.0;22.0220095568614;;;;Vague E;Ecole Nationale Supérieure Louis-Lumière;Saint-Denis;Créteil;Île-de-France;93066;A24;R11;Comptes financiers;13fXQ;281.925628243782;450805.0;5127165.41;937015.85;16.7890258964104;91.8662292037747;;158.0;;;1229075.0;319949.3;;;;;;2242428.0;157.0
0932560C;2021;;;;;;;;;;;;;;;;;;;Etablissement public Campus Condorcet;Aubervilliers;Créteil;Île-de-France;93001;A24;R11;Comptes financiers;DmOC1;;;;;;;;;;0.0;;;;;;;;;
0940607Z;2010;5078683.5;0.0;0.0;1941159.21;1814083.01;;6.00591620188384;10334596.95;49.6433644451569;955714.12;201382.59;3605576.17000002;20817680.4;42.0922264711106;156851.21;1115.33;;;Ecole normale supérieure CACHAN;;;;;;;Comptes financiers;6kk6n;24.6184358603957;1250292.44;19583197.52;8505426.16;40.8567429059003;94.0700267451507;1616118.51;66.2816896921135;369183.53;8762625.18;8762625.18;;;;2128168.86;909790.22;;9157615.79;168.345423725267
0940607Z;2015;1908632.0;915572.19;1642692.49;1620314.45;926850.53;-6216860.0;6.7752464594683;7307965.18;8.897716398;2534812.33;374875.26;18050287.0;82014094.0;12.3163050487395;103845.26;16981.43;2011;Vague E;Ecole normale supérieure CACHAN;Gif-sur-Yvette;Versailles;Île-de-France;91272;A25;R11;Comptes financiers;6kk6n;291.132968534532;5556657.0;76447388.0;68647658.0;83.7022695147983;93.2125007684655;6202311.85;85.0;1119164.48;10220053.96;10101106.0;3613756.0;;;904021.36;60924.18;87.1493472562032;24267147.0;114.0
0940607Z;2019;70828466.0;1073280.0;760835.0;2050931.0;62014760.0;-43458360.0;6.91133293339317;;;3630351.0;820212.0;37308727.0;91467016.0;12.0691036865136;120414.0;;2011;Vague E;Ecole normale supérieure CACHAN;Gif-sur-Yvette;Versailles;Île-de-France;91272;A25;R11;Comptes financiers;6kk6n;8.92521094555401;6321590.0;85145425.0;68375350.0;74.7541058953973;93.0886659733165;;157.743551341719;234838.0;71421902.0;11039249.0;2878785.0;2878785.0;-1077666.0;672953.0;43328.0;;80767087.0;341.488122468118
0941111X;2020;14189315.0;1588452.0;2024855.0;14175634.0;9194722.0;-26070382.0;4.74789392596729;;;741623.0;5519295.0;32906049.0;248157587.0;16.5336589124716;1099024.0;45467.0;2010;Vague E;Université PARIS-EST CRÉTEIL;Créteil;Créteil;Île-de-France;94028;A24;R11;Comptes financiers;vb71K;83.0361366986356;11782259.0;236375328.0;192267905.0;77.4781489957025;95.2521060740327;;50.1159648946103;7223791.0;44457285.0;41029529.0;7165372.0;7165372.0;2185118.0;944628.0;1899794.0;83.3288979668648;58976431.0;89.8211980905215
0951376E;2020;1017388.0;;;3541617.0;;601161.0;35.4375568364181;;;;;7805628.0;5982080.0;60.6441739328127;;;;Vague E;ENSEA CERGY;Cergy;Versailles;Île-de-France;95127;A25;R11;Comptes financiers;tdEpy;208.367210936241;2119903.0;3862178.0;1794853.0;30.0038280999251;64.5624598801755;;727.575497556042;;3541617.0;3627783.0;1615170.0;1615170.0;815709.0;;;;7204467.0;671.540286335845
0951793H;2010;5810345.76;0.0;0.0;1100174.93;361119.21;;1.25914504486528;19561080.97;15.7694044522611;2051040.41;2030535.5;18086639.11;124044513.09;9.97326191366809;1259737.32;14258.7;;;Université CERGY-PONTOISE;;;;;;;Comptes financiers;W6CUQ;26.8813665230139;1561900.34;122481048.1;100783716.25;81.2480243901452;98.7395935934179;3371874.34;53.1607965526546;2094131.18;12371284.18;12371284.18;;;;239879.74;367543.2;;31637727.98;92.9905666997636
0951793H;2015;9640319.0;;;;;119801.0;4.69602491529099;;;;;17868065.0;138799583.0;15.0593608051402;;;2009;Vague E;Université CERGY-PONTOISE;Cergy;Versailles;Île-de-France;95127;A25;R11;Comptes financiers;W6CUQ;67.6125240253979;6518063.0;132276009.0;110866292.0;79.8750901146439;95.3000046116853;;49.0;;;20902330.0;2860024.0;;;;;81.7436479732602;17748264.0;48.0
0951793H;2018;8331436.0;1533093.0;0.0;6464438.0;5502774.0;-13415829.0;4.71378533440335;;;0.0;1999516.0;23613773.0;153726347.0;19.7280209878402;908538.0;1456939.0;2009;Vague E;Université CERGY-PONTOISE;Cergy;Versailles;Île-de-France;95127;A25;R11;Comptes financiers;W6CUQ;86.9757626416382;7246330.0;141537338.0;116518006.0;75.7957294073995;92.0709694610775;;60.0615950541616;4701962.0;25119605.0;30327166.0;5389538.0;5389538.0;-11538.0;437544.0;2114801.0;81.1806244180702;37029602.0;94.1847353381763
0951793H;2019;43568968.0;1821982.0;2662597.0;11834298.0;7724397.0;-22214625.0;4.2440197200446;;;46975.0;2411765.0;21079996.0;152161522.0;18.3030109280847;849199.0;1049771.0;2009;Vague E;Université CERGY-PONTOISE;Cergy;Versailles;Île-de-France;95127;A25;R11;Comptes financiers;W6CUQ;14.8219370263716;6457765.0;145694682.0;120678445.0;79.3094360609774;95.7500162228924;;52.0869976571966;3923329.0;33910615.0;27850140.0;3306135.0;3306135.0;1062132.0;868052.0;718250.0;79.6408009710958;43294621.0;106.97757355344
1260001S;2011;425461.56;0.0;0.0;162548.31;22651.0;;3.35410636096687;1453594.22;25.6101640111834;;;1815378.02;5675848.93;6.02991612745408;;157049.62;;;École Française d'Athènes;;;;;;;Comptes financiers;td273;44.7452902678212;190374.01;5445409.07;3983067.73;70.1757178375077;95.9399930681383;216662.31;120.015976540767;;342248.93;342248.93;161189.7;;;;;;1884387.74;124.578259902887
1260001S;2012;220986.4;0.0;0.0;218561.11;11429.41;;6.66653462175764;1442226.99;24.9330625406543;;;1980010.36;5784395.67;6.60426242937147;;152026.15;;;École Française d'Athènes;;;;;;;Comptes financiers;td273;174.4988560382;385618.74;5330937.38;3821294.09;66.0621144887898;92.1606626539778;426325.3;133.710767692417;;382016.67;382016.67;264554.58;;;;;;2084058.17;140.73715140882
1260001S;2014;135754.86;0.0;0.0;262435.18;5000.0;27081.09;6.148979606;1418882.81;24.85644972;;;2281802.76;5708308.41;6.76367467;;114956.23;;;École Française d'Athènes;;;;;;;Comptes financiers;td273;258.556283;351002.72;5354838.39;3931073.22;68.86581694;93.80779743;332708.09;153.4031345;;386091.41;386091.41;222917.68;;;;;;2254721.67;151.582502
1260001S;2020;147485.0;;;295143.0;177050.0;119235.0;7.3501875294094;;;;;2670626.0;5863347.0;9.41230324591057;;;;;École Française d'Athènes;Athènes;;Étranger;hmxhj;;R99;Comptes financiers;td273;292.210733294911;430967.0;5432380.0;3927422.0;66.9825954356786;92.6498124705906;;176.980505781996;;472193.0;551876.0;392753.0;392753.0;210470.0;;;;2551391.0;169.078886234026
1270009V;2010;309664.55;0.0;0.0;294238.65;35200.0;;;2175445.29;29.9086524712522;1280.0;;2549207.22;7273631.91;14.8705890452463;;495794.66;;;École Française de Rome;;;;;;;Comptes financiers;BOl78;;;7180485.0;4969572.57;68.3231242863374;98.719389279626;;127.80677060115;;1081631.91;1081631.91;;;;;;;3375674.77;169.24245607365
1270009V;2011;194096.94;0.0;0.0;299747.9;33015.0;;;2146862.47;29.8018171583176;9520.0;;2243811.23;7203797.2;13.2749045184115;;382821.76;;;École Française de Rome;;;;;;;Comptes financiers;BOl78;;;7332297.5;5152875.81;71.5299954585062;101.783785640162;;110.166294098132;;956297.2;956297.2;;;;;;;2890408.48;141.91282511382
1270009V;2017;313866.0;;;;;115401.0;6.25421126510415;;;;;3049133.0;7291455.0;14.2906319794883;;;;;École Française de Rome;Rome;;Étranger;ZNdhh;;R99;Comptes financiers;BOl78;145.292258479733;456023.0;6835433.0;5007983.0;68.6829034808553;93.7458024495797;;160.58790716;;1041995.0;1041995.0;373211.0;373211.0;-309754.0;;;;2933732.0;154.51011223
1270009V;2018;455439.0;102492.0;;511837.0;88698.0;-160460.0;5.14533654047569;;;;21247.0;2890144.0;7136987.0;11.8830957657622;;;;;École Française de Rome;Rome;;Étranger;ZNdhh;;R99;Comptes financiers;BOl78;80.6303368837539;367222.0;7756821.0;4907358.0;68.7595199486842;108.68481335331;;134.133795275152;;1067823.0;848095.0;85060.0;85060.0;11663.0;343549.0;;;3050604.0;141.580866697839
1270009V;2019;284643.0;;;469332.0;145629.0;98607.0;5.49220655873982;;;;;2999532.0;7174366.0;12.3984892881127;;;;;École Française de Rome;Rome;;Étranger;ZNdhh;;R99;Comptes financiers;BOl78;138.429892883366;394031.0;6780335.0;4856294.0;67.6895212761657;94.5077934412602;;159.259316833165;;614961.0;889513.0;59205.0;59205.0;-109684.0;;;;2900925.0;154.023805608425
1340004B;2016;240639.0;;;;;92480.0;9.41309473449243;;;;;2891175.0;6791539.0;6.70719847150992;;;;;CASA VELASQUEZ;Madrid;;Étranger;dNQUz;;R99;Comptes financiers;6a498;265.665166494209;639294.0;6152246.0;5052329.0;74.391518623393;90.5869199897107;;169.177727938707;;455522.0;455522.0;438645.0;438645.0;402161.0;;;;2798695.0;163.766240816768
1340004B;2017;209296.0;;;;;205530.0;13.0668744317521;;;;;3652269.0;7426336.0;13.2141475957996;;;;;CASA VELASQUEZ;Madrid;;Étranger;dNQUz;;R99;Comptes financiers;6a498;463.644790153658;970390.0;6227577.0;5039557.0;67.8606112085421;83.8580021157136;;211.12815466;;981327.0;981327.0;787706.0;787706.0;715115.0;;;;3446739.0;199.24700088
1340004B;2020;434524.0;50501.0;;576765.0;;-154749.0;11.8524273784251;;;;;4045386.0;7087873.0;8.16831791427414;;;;;CASA VELASQUEZ;Madrid;;Étranger;dNQUz;;R99;Comptes financiers;6a498;193.334545387597;840085.0;6247788.0;5109308.0;72.0852080730002;88.1475726215749;;233.096731195105;;627266.0;578960.0;571738.0;571738.0;461308.0;;;;4200135.0;242.013429392931
1340004B;2021;504320.0;85883.0;;219840.0;32500.0;-97491.0;14.7321600099641;;;;;4549705.0;7001139.0;5.95830192772919;;;;;CASA VELASQUEZ;Madrid;;Étranger;dNQUz;;R99;Comptes financiers;6a498;204.516775063452;1031419.0;5969720.0;4517109.0;64.5196303058688;85.2678399900359;;274.366938482877;;338223.0;417149.0;719203.0;719203.0;390463.0;;;;4647196.0;280.246068492325
3010001R;2014;157700.0;;;;;-114092.0;3.77774153202613;;;;;806707.0;5542412.0;12.1379825245759;;;;;IFAO - Institut Français d'Archéologie Orientale;;;;;;;Comptes financiers;5eUBS;132.769816106531;209378.0;5412712.0;3822596.0;68.9698997476189;97.6598636117272;;54.0;;;672737.0;;;;;;;920799.0;61.0
