"Rentrée";"Personnel";"etablissement_type";"Catégorie";"Corps";"code_corps";"Filière";"Sexe";"Effectif"
2015;"titulaires";"École";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Homme";22
2015;"titulaires";"École";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";621
2015;"titulaires";"École";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";490
2015;"titulaires";"École";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Femme";1
2015;"titulaires";"École";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Homme";4
2015;"titulaires";"École";"C";"Magasiniers";"MAG";"Bibliothèque";"Femme";23
2015;"titulaires";"École";"C";"Magasiniers";"MAG";"Bibliothèque";"Homme";17
2015;"titulaires";"Grand établissement";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Femme";170
2015;"titulaires";"Grand établissement";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Homme";180
2015;"titulaires";"Grand établissement";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Femme";99
2015;"titulaires";"Grand établissement";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Homme";41
2015;"titulaires";"Grand établissement";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Femme";52
2015;"titulaires";"Grand établissement";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Homme";11
2015;"titulaires";"Grand établissement";"A";"Conseillers techniques de service social des administrations de l'Etat";"CTSSAE";"Sociale et de santé";"Femme";1
2015;"titulaires";"Grand établissement";"A";"Conseillers techniques de service social des administrations de l'Etat";"CTSSAE";"Sociale et de santé";"Homme";0
2015;"titulaires";"Grand établissement";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Femme";47
2015;"titulaires";"Grand établissement";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Homme";22
2015;"titulaires";"Grand établissement";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Femme";6
2015;"titulaires";"Grand établissement";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Homme";3
2015;"titulaires";"Grand établissement";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Femme";15
2015;"titulaires";"Grand établissement";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Homme";1
2015;"titulaires";"Grand établissement";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";453
2015;"titulaires";"Grand établissement";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";439
2015;"titulaires";"Grand établissement";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Femme";127
2015;"titulaires";"Grand établissement";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Homme";269
2015;"titulaires";"Grand établissement";"B";"Assistants de service social des administrations de l'Etat";"ASSAE";"Sociale et de santé";"Femme";6
2015;"titulaires";"Grand établissement";"B";"Assistants de service social des administrations de l'Etat";"ASSAE";"Sociale et de santé";"Homme";0
2015;"titulaires";"Grand établissement";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";71
2015;"titulaires";"Grand établissement";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";18
2015;"titulaires";"Grand établissement";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Femme";233
2015;"titulaires";"Grand établissement";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Homme";55
2015;"titulaires";"Grand établissement";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Femme";579
2015;"titulaires";"Grand établissement";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Homme";578
2015;"titulaires";"Grand établissement";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Femme";555
2015;"titulaires";"Grand établissement";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Homme";63
2015;"titulaires";"Grand établissement";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";854
2015;"titulaires";"Grand établissement";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";806
2015;"titulaires";"Grand établissement";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Femme";14
2015;"titulaires";"Grand établissement";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Homme";11
2015;"titulaires";"Grand établissement";"C";"Magasiniers";"MAG";"Bibliothèque";"Femme";59
2015;"titulaires";"Grand établissement";"C";"Magasiniers";"MAG";"Bibliothèque";"Homme";35
2015;"titulaires";"Université";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Femme";1346
2015;"titulaires";"Université";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Homme";1362
2015;"titulaires";"Université";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Femme";962
2015;"titulaires";"Université";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Homme";444
2015;"titulaires";"Université";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Femme";323
2015;"titulaires";"Université";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Homme";98
2015;"titulaires";"Université";"A";"Conseillers techniques de service social des administrations de l'Etat";"CTSSAE";"Sociale et de santé";"Femme";14
2015;"titulaires";"Université";"A";"Conseillers techniques de service social des administrations de l'Etat";"CTSSAE";"Sociale et de santé";"Homme";0
2015;"titulaires";"Université";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Femme";445
2015;"titulaires";"Université";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Homme";187
2015;"titulaires";"Université";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Femme";35
2015;"titulaires";"Université";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Homme";23
2015;"titulaires";"Université";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Femme";250
2015;"titulaires";"Université";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Homme";7
2015;"titulaires";"Université";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";2844
2015;"titulaires";"Université";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";2597
2015;"titulaires";"Université";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Femme";651
2015;"titulaires";"Université";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Homme";1049
2015;"titulaires";"Université";"B";"Assistants de service social des administrations de l'Etat";"ASSAE";"Sociale et de santé";"Femme";75
2015;"titulaires";"Université";"B";"Assistants de service social des administrations de l'Etat";"ASSAE";"Sociale et de santé";"Homme";0
2015;"titulaires";"Université";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";914
2015;"titulaires";"Université";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";282
2015;"titulaires";"Université";"B";"Infirmiers catégorie B";"INF - B";"Sociale et de santé";"Femme";2
2015;"titulaires";"Université";"B";"Infirmiers catégorie B";"INF - B";"Sociale et de santé";"Homme";0
2015;"titulaires";"Université";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Femme";2274
2015;"titulaires";"Université";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Homme";380
2015;"titulaires";"Université";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Femme";4682
2015;"titulaires";"Université";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Homme";3555
2015;"titulaires";"Université";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Femme";5232
2015;"titulaires";"Université";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Homme";552
2015;"titulaires";"Université";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";8365
2015;"titulaires";"Université";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";4976
2015;"titulaires";"Université";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Femme";42
2015;"titulaires";"Université";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Homme";48
2015;"titulaires";"Université";"C";"Magasiniers";"MAG";"Bibliothèque";"Femme";854
2015;"titulaires";"Université";"C";"Magasiniers";"MAG";"Bibliothèque";"Homme";508
2015;"titulaires";NA;"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";1
2015;"titulaires";NA;"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";0
2016;"contractuels";"Autre établissement";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Femme";104
2016;"contractuels";"Autre établissement";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Homme";49
2016;"contractuels";"Autre établissement";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Femme";27
2016;"contractuels";"Autre établissement";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Homme";13
2016;"contractuels";"Autre établissement";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Femme";4
2016;"contractuels";"Autre établissement";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Homme";0
2016;"contractuels";"Autre établissement";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Femme";1
2016;"contractuels";"Autre établissement";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Homme";0
2016;"contractuels";"Autre établissement";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";176
2016;"contractuels";"Autre établissement";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";106
2016;"contractuels";"Autre établissement";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Femme";39
2016;"contractuels";"Autre établissement";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Homme";30
2016;"contractuels";"Autre établissement";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";1
2016;"contractuels";"Autre établissement";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";2
2016;"contractuels";"Autre établissement";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Femme";22
2016;"contractuels";"Autre établissement";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Homme";3
2016;"contractuels";"Autre établissement";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Femme";93
2016;"contractuels";"Autre établissement";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Homme";28
2016;"contractuels";"Autre établissement";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Femme";11
2016;"contractuels";"Autre établissement";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Homme";2
2016;"contractuels";"Autre établissement";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";201
2016;"contractuels";"Autre établissement";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";65
2016;"contractuels";"Autre établissement";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Femme";3
2016;"contractuels";"Autre établissement";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Homme";1
2016;"contractuels";"Autre établissement";"C";"Magasiniers";"MAG";"Bibliothèque";"Femme";2
2016;"contractuels";"Autre établissement";"C";"Magasiniers";"MAG";"Bibliothèque";"Homme";0
2016;"contractuels";"Bibliothèque";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Femme";1
2016;"contractuels";"Bibliothèque";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Homme";3
2016;"contractuels";"Bibliothèque";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Femme";1
2016;"contractuels";"Bibliothèque";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Homme";0
2016;"contractuels";"Bibliothèque";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Femme";13
2016;"contractuels";"Bibliothèque";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Homme";4
2016;"contractuels";"Bibliothèque";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Femme";1
2016;"contractuels";"Bibliothèque";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Homme";0
2016;"contractuels";"Bibliothèque";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";1
2016;"contractuels";"Bibliothèque";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";2
2016;"contractuels";"Bibliothèque";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Femme";1
2016;"contractuels";"Bibliothèque";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Homme";3
2016;"contractuels";"Bibliothèque";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";18
2016;"contractuels";"Bibliothèque";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";9
2016;"contractuels";"Bibliothèque";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Femme";3
2016;"contractuels";"Bibliothèque";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Homme";6
